PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Boarding,Fare,Cabin,Embarked,Deck,Embarked-C,Embarked-Q,Embarked-S,Deck-A,Deck-B,Deck-C,Deck-D,Deck-E,Deck-F,Deck-G,Deck-T,FamilySize,AgeGroup
856,1,3,0,18.0,0,1,,392091,9.35,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Teen (13-18)
857,1,1,0,45.0,1,1,,36928,164.8667,,S,C,0,0,1,0,0,1,0,0,0,0,0,3,Adult (19-59)
858,1,1,1,51.0,0,0,,113055,26.55,E17,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
859,1,3,0,24.0,0,3,,2666,19.2583,,C,F,1,0,0,0,0,0,0,0,1,0,0,4,Adult (19-59)
860,0,3,1,-10.606584143495347,0,0,,2629,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,
861,0,3,1,41.0,2,0,,350026,14.1083,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
862,0,2,1,21.0,1,0,,28134,11.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
863,1,1,0,48.0,0,0,,17466,25.9292,D17,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
864,0,3,0,-7.535889623902749,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,
865,0,2,1,24.0,0,0,,233866,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
866,1,2,0,42.0,0,0,,236852,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
867,1,2,0,27.0,1,0,SC/PARIS,2149,13.8583,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
868,0,1,1,31.0,0,0,PC,17590,50.4958,A24,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Adult (19-59)
869,0,3,1,34.30812072042285,0,0,,345777,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
870,1,3,1,4.0,1,1,,347742,11.1333,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
871,0,3,1,26.0,0,0,,349248,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
872,1,1,0,47.0,1,1,,11751,52.5542,D35,S,D,0,0,1,0,0,0,1,0,0,0,0,3,Adult (19-59)
873,0,1,1,33.0,0,0,,695,5.0,B51 B53 B55,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
874,0,3,1,47.0,0,0,,345765,9.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
875,1,2,0,28.0,1,0,P/PP,3381,24.0,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
876,1,3,0,15.0,0,0,,2667,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
877,0,3,1,20.0,0,0,,7534,9.8458,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
878,0,3,1,19.0,0,0,,349212,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
879,0,3,1,16.613376785617447,0,0,,349217,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
880,1,1,0,56.0,0,1,,11767,83.1583,C50,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
881,1,2,0,25.0,0,1,,230433,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
882,0,3,1,33.0,0,0,,349257,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
883,0,3,0,22.0,0,0,,7552,10.5167,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
884,0,2,1,28.0,0,0,C.A./SOTON,34068,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
885,0,3,1,25.0,0,0,SOTON/OQ,3,7.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
886,0,3,0,39.0,0,5,,382652,29.125,,Q,F,0,1,0,0,0,0,0,0,1,0,0,6,Adult (19-59)
887,0,2,1,27.0,0,0,,211536,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
888,1,1,0,19.0,0,0,,112053,30.0,B42,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
889,0,3,0,2.4471860858286583,1,2,W./C.,6607,23.45,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Child (0-12)
890,1,1,1,26.0,0,0,,111369,30.0,C148,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
891,0,3,1,32.0,0,0,,370376,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
